,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
43450,2011-01-01,Los Angeles,106190066.0,BELLFLOWER MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,99.0,1150.0,182,956.0,65,25,955.9999999999993
43464,2011-01-01,Los Angeles,106190081.0,BEVERLY HOSPITAL,General Acute Care,Intensive Care,4380.0,77.0,3556.0,199,1100.0,65,26,1100.0
43478,2011-01-01,Los Angeles,106190110.0,BROTMAN MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,228.0,2516.0,474,1836.0,65,28,1835.9999999999998
43492,2011-01-01,Los Angeles,106190125.0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,General Acute Care,Intensive Care,10220.0,536.0,7185.0,725,4296.0,65,30,4296.000000000004
43520,2011-01-01,Los Angeles,106190148.0,CENTINELA HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,308.0,5046.0,923,3120.0,65,43,3120.000000000001
43548,2011-01-01,Los Angeles,106190159.0,TRI-CITY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,156.0,2276.0,482,3107.0,65,539,3106.9999999999986
43576,2011-01-01,Los Angeles,106190170.0,CHILDRENS HOSPITAL OF LOS ANGELES,General Acute Care,Intensive Care,27826.0,1042.0,17702.0,1577,12743.0,65,52,12743.000000000007
43590,2011-01-01,Los Angeles,106190176.0,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care,Intensive Care,6570.0,962.0,4273.0,0,3259.0,65,62,3259.000000000003
43618,2011-01-01,Los Angeles,106190196.0,KINDRED HOSPITAL SOUTH BAY,General Acute Care,Intensive Care,1460.0,50.0,1417.0,75,168.0,65,277,167.99999999999952
43632,2011-01-01,Los Angeles,106190197.0,COMMUNITY HOSPITAL OF HUNTINGTON PARK,General Acute Care,Intensive Care,1460.0,39.0,753.0,221,967.0,65,73,966.9999999999986
43646,2011-01-01,Los Angeles,106190198.0,LOS ANGELES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,82.0,2097.0,250,425.0,65,306,424.9999999999994
43660,2011-01-01,Los Angeles,106190200.0,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,347.0,4596.0,741,3427.0,65,438,3427.0000000000014
43688,2011-01-01,Los Angeles,106190240.0,LAKEWOOD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,472.0,5406.0,1141,-873.0,65,284,-872.9999999999977
43702,2011-01-01,Los Angeles,106190243.0,DOWNEY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,152.0,2288.0,667,1451.0,65,99,1450.9999999999995
43716,2011-01-01,Los Angeles,106190256.0,EAST LOS ANGELES DOCTORS HOSPITAL,General Acute Care,Intensive Care,1460.0,31.0,1190.0,120,421.0,65,103,420.9999999999991
43730,2011-01-01,Los Angeles,106190280.0,ENCINO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,20.0,760.0,81,7371.0,65,113,7370.999999999998
43744,2011-01-01,Los Angeles,106190298.0,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,General Acute Care,Intensive Care,3285.0,505.0,4217.0,658,231.0,65,123,231.00000000000182
43758,2011-01-01,Los Angeles,106190305.0,KINDRED HOSPITAL - LOS ANGELES,General Acute Care,Intensive Care,1825.0,86.0,1724.0,79,266.0,65,261,265.9999999999997
43772,2011-01-01,Los Angeles,106190307.0,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",General Acute Care,Intensive Care,3285.0,122.0,1528.0,446,2325.0,65,382,2324.999999999999
43786,2011-01-01,Los Angeles,106190315.0,GARFIELD MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,281.0,4158.0,860,2093.0,65,135,2093.000000000001
43814,2011-01-01,Los Angeles,106190323.0,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,General Acute Care,Intensive Care,8030.0,249.0,5880.0,1296,3695.0,65,139,3695.000000000002
43828,2011-01-01,Los Angeles,106190328.0,EAST VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,108.0,1185.0,115,863.0,65,104,862.9999999999993
43842,2011-01-01,Los Angeles,106190352.0,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,202.0,2014.0,497,510.0,65,147,509.99999999999983
43856,2011-01-01,Los Angeles,106190380.0,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,General Acute Care,Intensive Care,1825.0,85.0,1263.0,274,921.0,65,160,920.9999999999992
43870,2011-01-01,Los Angeles,106190382.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,General Acute Care,Intensive Care,10220.0,370.0,5150.0,2887,8327.0,65,162,8326.999999999998
43884,2011-01-01,Los Angeles,106190385.0,PROVIDENCE HOLY CROSS MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,561.0,8375.0,1476,-1958.0,65,407,-1957.9999999999961
43898,2011-01-01,Los Angeles,106190392.0,GOOD SAMARITAN HOSPITAL-LOS ANGELES,General Acute Care,Intensive Care,21170.0,795.0,8686.0,2345,15624.0,65,145,15624.000000000002
43912,2011-01-01,Los Angeles,106190400.0,HUNTINGTON MEMORIAL HOSPITAL,General Acute Care,Intensive Care,14235.0,243.0,7345.0,1746,8879.0,65,164,8879.0
43940,2011-01-01,Los Angeles,106190413.0,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,General Acute Care,Intensive Care,2920.0,190.0,2312.0,481,1279.0,65,57,1278.9999999999998
43954,2011-01-01,Los Angeles,106190422.0,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,468.0,7284.0,2067,4011.0,65,537,4011.000000000002
43968,2011-01-01,Los Angeles,106190429.0,KAISER FND HOSP - LOS ANGELES,General Acute Care,Intensive Care,29200.0,1681.0,23092.0,4823,12612.0,65,183,12612.00000000001
43982,2011-01-01,Los Angeles,106190431.0,KAISER FND HOSP - SOUTH BAY,General Acute Care,Intensive Care,3650.0,173.0,2563.0,677,1937.0,65,206,1937.0
43996,2011-01-01,Los Angeles,106190432.0,KAISER FND HOSP - PANORAMA CITY,General Acute Care,Intensive Care,8760.0,226.0,3000.0,1812,7798.0,65,189,7797.999999999996
44010,2011-01-01,Los Angeles,106190434.0,KAISER FND HOSP - WEST LA,General Acute Care,Intensive Care,12045.0,240.0,4091.0,973,9167.0,65,211,9166.999999999998
44024,2011-01-01,Los Angeles,106190449.0,KINDRED HOSPITAL - LA MIRADA,General Acute Care,Intensive Care,2190.0,57.0,1178.0,133,1202.0,65,260,1201.9999999999989
44038,2011-01-01,Los Angeles,106190458.0,KINDRED HOSPITAL - SAN GABRIEL VALLEY,General Acute Care,Intensive Care,2190.0,72.0,2162.0,121,221.0,65,269,220.99999999999952
44066,2011-01-01,Los Angeles,106190468.0,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,General Acute Care,Intensive Care,730.0,26.0,706.0,39,89.0,65,403,88.99999999999908
44080,2011-01-01,Los Angeles,106190470.0,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,General Acute Care,Intensive Care,10220.0,792.0,8277.0,1082,3817.0,65,410,3817.000000000003
44094,2011-01-01,Los Angeles,106190475.0,COMMUNITY HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,7300.0,255.0,2227.0,7,5335.0,65,74,5335.0
44108,2011-01-01,Los Angeles,106190500.0,MARINA DEL REY HOSPITAL,General Acute Care,Intensive Care,4380.0,235.0,2527.0,391,2479.0,65,322,2479.0
44122,2011-01-01,Los Angeles,106190517.0,PROVIDENCE TARZANA MEDICAL CENTER,General Acute Care,Intensive Care,6205.0,341.0,2191.0,0,4355.0,65,415,4355.0
44136,2011-01-01,Los Angeles,106190521.0,MEMORIAL HOSPITAL OF GARDENA,General Acute Care,Intensive Care,1825.0,278.0,3492.0,614,-775.0,65,331,-774.9999999999991
44150,2011-01-01,Los Angeles,106190522.0,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,General Acute Care,Intensive Care,4380.0,185.0,3513.0,843,1895.0,65,141,1894.9999999999993
44164,2011-01-01,Los Angeles,106190524.0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,General Acute Care,Intensive Care,1825.0,158.0,1839.0,498,642.0,65,350,641.9999999999997
44178,2011-01-01,Los Angeles,106190525.0,LONG BEACH MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,22265.0,734.0,15339.0,3212,10872.0,65,301,10872.000000000002
44192,2011-01-01,Los Angeles,106190529.0,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,General Acute Care,Intensive Care,5465.0,152.0,2799.0,773,3591.0,65,348,3590.999999999999
44206,2011-01-01,Los Angeles,106190534.0,OLYMPIA MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,101.0,1887.0,344,748.0,65,375,747.9999999999997
44220,2011-01-01,Los Angeles,106190541.0,MONROVIA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,61.0,1448.0,138,211.0,65,355,210.9999999999995
44234,2011-01-01,Los Angeles,106190547.0,MONTEREY PARK HOSPITAL,General Acute Care,Intensive Care,1460.0,81.0,1198.0,178,521.0,65,357,520.9999999999993
44248,2011-01-01,Los Angeles,106190552.0,MOTION PICTURE AND TELEVISION HOSPITAL,General Acute Care,Intensive Care,1460.0,0.0,0.0,0,1460.0,65,360,1459.9999999999984
44262,2011-01-01,Los Angeles,106190555.0,CEDARS SINAI MEDICAL CENTER,General Acute Care,Intensive Care,43800.0,1276.0,23441.0,5316,26951.0,65,39,26951.000000000004
44276,2011-01-01,Los Angeles,106190568.0,NORTHRIDGE HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,211.0,4279.0,773,5465.0,65,367,5464.999999999998
44290,2011-01-01,Los Angeles,106190570.0,NORWALK COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,165.0,2046.0,317,626.0,65,368,625.9999999999998
44304,2011-01-01,Los Angeles,106190587.0,PACIFIC HOSPITAL OF LONG BEACH,General Acute Care,Intensive Care,2920.0,121.0,1705.0,990,2326.0,65,383,2325.999999999999
44318,2011-01-01,Los Angeles,106190599.0,PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,General Acute Care,Intensive Care,2555.0,82.0,2169.0,204,672.0,65,404,671.9999999999994
44333,2011-01-01,Los Angeles,106190630.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,9490.0,539.0,8331.0,1544,3242.0,65,400,3242.0000000000027
44347,2011-01-01,Los Angeles,106190631.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,8760.0,124.0,5949.0,1978,4913.0,65,401,4913.0
44360,2011-01-01,Los Angeles,106190636.0,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,General Acute Care,Intensive Care,4380.0,226.0,3700.0,752,1658.0,65,59,1658.0000000000005
44388,2011-01-01,Los Angeles,106190661.0,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,General Acute Care,Intensive Care,4380.0,123.0,2505.0,229,2227.0,65,474,2226.999999999999
44402,2011-01-01,Los Angeles,106190673.0,SAN DIMAS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,198.0,1938.0,340,60.0,65,436,59.99999999999991
44416,2011-01-01,Los Angeles,106190680.0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,General Acute Care,Intensive Care,4380.0,186.0,2307.0,752,3011.0,65,409,3010.9999999999986
44444,2011-01-01,Los Angeles,106190687.0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HO,General Acute Care,Intensive Care,9490.0,450.0,6548.0,1054,4446.0,65,449,4446.000000000002
44459,2011-01-01,Los Angeles,106190696.0,PACIFICA HOSPITAL OF THE VALLEY,General Acute Care,Intensive Care,2555.0,155.0,1588.0,365,1487.0,65,384,1486.9999999999995
44473,2011-01-01,Los Angeles,106190708.0,SHERMAN OAKS HOSPITAL,General Acute Care,Intensive Care,2920.0,180.0,2725.0,398,773.0,65,466,773.0000000000001
44501,2011-01-01,Los Angeles,106190754.0,ST. FRANCIS MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,707.0,9979.0,1582,5450.0,65,494,5450.000000000004
44515,2011-01-01,Los Angeles,106190756.0,ST. JOHNS HEALTH CENTER,General Acute Care,Intensive Care,8395.0,810.0,7428.0,2015,3792.0,65,498,3792.0000000000023
44529,2011-01-01,Los Angeles,106190758.0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,658.0,10542.0,1204,5190.0,65,414,5190.000000000004
44543,2011-01-01,Los Angeles,106190762.0,ST. VINCENT MEDICAL CENTER,General Acute Care,Intensive Care,24455.0,1481.0,4085.0,0,21851.0,65,516,21851.000000000004
44557,2011-01-01,Los Angeles,106190766.0,COAST PLAZA DOCTORS HOSPITAL,General Acute Care,Intensive Care,1460.0,97.0,1243.0,247,561.0,65,64,560.9999999999993
44586,2011-01-01,Los Angeles,106190784.0,TEMPLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,5.0,19.0,6,2182.0,65,536,2181.999999999998
44600,2011-01-01,Los Angeles,106190796.0,RONALD REAGAN UCLA MEDICAL CENTER,General Acute Care,Intensive Care,43800.0,1918.0,42532.0,6213,9399.0,65,429,9399.000000000022
44614,2011-01-01,Los Angeles,106190812.0,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care,Intensive Care,10950.0,580.0,5002.0,823,7351.0,65,570,7351.000000000002
44642,2011-01-01,Los Angeles,106190818.0,VERDUGO HILLS HOSPITAL,General Acute Care,Intensive Care,2190.0,158.0,1678.0,292,962.0,65,575,961.9999999999995
44656,2011-01-01,Los Angeles,106190854.0,LOS ANGELES METROPOLITAN MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,61.0,954.0,90,657.0,65,310,656.9999999999992
44671,2011-01-01,Los Angeles,106190857.0,"DOCTORS HOSPITAL OF WEST COVINA, INC",General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1095.0,65,92,1094.9999999999984
44685,2011-01-01,Los Angeles,106190859.0,WEST HILLS HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,9125.0,343.0,6241.0,1258,4485.0,65,588,4485.0
44699,2011-01-01,Los Angeles,106190878.0,WHITE MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,14235.0,1472.0,11358.0,1856,6205.0,65,592,6205.0000000000055
44713,2011-01-01,Los Angeles,106190883.0,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,305.0,3456.0,1280,3969.0,65,593,3969.0
44741,2011-01-01,Los Angeles,106190949.0,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,General Acute Care,Intensive Care,4380.0,224.0,3264.0,908,2248.0,65,155,2248.0
44783,2011-01-01,Los Angeles,106191216.0,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",General Acute Care,Intensive Care,4745.0,0.0,0.0,0,4745.0,65,563,4744.999999999998
44811,2011-01-01,Los Angeles,106191227.0,LAC/HARBOR-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,16790.0,505.0,10874.0,1911,8332.0,65,281,8332.0
44825,2011-01-01,Los Angeles,106191228.0,LAC+USC MEDICAL CENTER,General Acute Care,Intensive Care,47450.0,2245.0,35517.0,5535,19713.0,65,280,19713.00000000002
44839,2011-01-01,Los Angeles,106191231.0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care,Intensive Care,15330.0,322.0,4190.0,1043,12505.0,65,309,12505.0
44853,2011-01-01,Los Angeles,106191306.0,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,General Acute Care,Intensive Care,8760.0,43.0,876.0,89,8016.0,65,283,8015.999999999998
44867,2011-01-01,Los Angeles,106191450.0,KAISER FND HOSP - WOODLAND HILLS,General Acute Care,Intensive Care,4015.0,125.0,2002.0,539,2677.0,65,212,2676.9999999999995
44895,2011-01-01,Los Angeles,106194219.0,KECK HOSPITAL OF USC,General Acute Care,Intensive Care,30660.0,435.0,19420.0,3517,15192.0,65,255,15192.000000000004
44937,2011-01-01,Los Angeles,106196035.0,KAISER FND HOSP - BALDWIN PARK,General Acute Care,Intensive Care,4380.0,233.0,2866.0,818,2565.0,65,173,2565.0
44951,2011-01-01,Los Angeles,106196168.0,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,General Acute Care,Intensive Care,7300.0,415.0,6150.0,1103,2668.0,65,102,2668.000000000002
44965,2011-01-01,Los Angeles,106196403.0,KAISER FOUNDATION HOSPITAL - DOWNEY,General Acute Care,Intensive Care,13870.0,284.0,3896.0,897,11155.0,65,220,11154.999999999998
44993,2011-01-01,Los Angeles,106196405.0,PALMDALE REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,627.0,6229.0,1491,4649.0,65,386,4649.000000000002
45007,2011-01-01,Madera,106201281.0,MADERA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,541.0,2070.0,440,2561.0,66,317,2561.0000000000005
45021,2011-01-01,Madera,106204019.0,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,General Acute Care,Intensive Care,14218.0,240.0,8764.0,982,6676.0,66,51,6676.000000000002
45035,2011-01-01,Marin,106210992.0,KAISER FND HOSP - SAN RAFAEL,General Acute Care,Intensive Care,4380.0,199.0,2431.0,1102,3250.0,67,202,3249.9999999999995
45063,2011-01-01,Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3650.0,151.0,3132.0,695,1364.0,67,321,1364.0000000000002
45077,2011-01-01,Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,188.0,1267.0,196,577.0,67,369,576.9999999999995
45105,2011-01-01,Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,88.0,603.0,119,1064.0,68,127,1063.999999999999
45119,2011-01-01,Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,110.0,776.0,141,935.0,68,332,934.9999999999991
45133,2011-01-01,Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,General Acute Care,Intensive Care,2190.0,193.0,1286.0,213,1310.0,68,554,1309.9999999999993
45147,2011-01-01,Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,17.0,152.0,21,1346.0,69,328,1345.9999999999984
45162,2011-01-01,Merced,106240942.0,MERCY MEDICAL CENTER - MERCED,General Acute Care,Intensive Care,7300.0,460.0,4792.0,919,3887.0,69,339,3887.000000000001
45219,2011-01-01,Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,17.0,76.0,27,698.0,70,318,697.9999999999985
45228,2011-01-01,Monterey,106270744.0,COMMUNITY HOSPITAL MONTEREY PENINSULA,General Acute Care,Intensive Care,3650.0,57.0,1296.0,409,2820.0,71,72,2819.9999999999986
45242,2011-01-01,Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,60.0,372.0,11,1159.0,71,137,1158.9999999999989
45256,2011-01-01,Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,146.0,2200.0,579,715.0,71,433,714.9999999999997
45270,2011-01-01,Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,180.0,2059.0,430,2201.0,71,362,2200.9999999999995
45284,2011-01-01,Napa,106281047.0,QUEEN OF THE VALLEY HOSPITAL - NAPA,General Acute Care,Intensive Care,5840.0,312.0,3876.0,1103,3379.0,72,416,3379.0000000000005
45298,2011-01-01,Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,205.0,3257.0,642,1970.0,72,496,1970.0000000000005
45326,2011-01-01,Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,83.0,733.0,193,273.0,73,469,272.9999999999991
45340,2011-01-01,Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,152.0,847.0,188,1683.0,73,534,1682.9999999999989
45354,2011-01-01,Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,19710.0,926.0,12009.0,1929,10556.0,74,53,10556.000000000004
45368,2011-01-01,Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,353.0,5392.0,1568,4194.0,74,376,4194.000000000002
45382,2011-01-01,Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,64.0,900.0,114,3658.0,74,13,3657.999999999998
45396,2011-01-01,Orange,106301098.0,AHMC ANAHEIM REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,1025.0,4457.0,1262,5860.0,74,1,5860.000000000002
45424,2011-01-01,Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,139.0,1495.0,93,197.0,74,273,196.99999999999955
45438,2011-01-01,Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,196.0,3940.0,1003,1639.0,74,172,1639.0000000000005
45452,2011-01-01,Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,204.0,1206.0,245,3623.0,74,46,3622.9999999999995
45480,2011-01-01,Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,65.0,2390.0,146,376.0,74,270,375.99999999999966
45494,2011-01-01,Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,667.0,10407.0,1493,4893.0,74,126,4893.000000000004
45508,2011-01-01,Orange,106301188.0,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,General Acute Care,Intensive Care,8030.0,29.0,2516.0,235,5778.0,74,591,5778.0
45522,2011-01-01,Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,13919.0,235.0,6118.0,2134,10170.0,74,159,10169.999999999998
45536,2011-01-01,Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,109.0,1220.0,239,1318.0,74,163,1317.9999999999993
45550,2011-01-01,Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,78.0,1016.0,136,658.0,74,279,657.9999999999992
45564,2011-01-01,Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,323.0,3367.0,574,815.0,74,302,815.0000000000009
45578,2011-01-01,Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,158.0,1581.0,305,2167.0,74,66,2166.9999999999995
45592,2011-01-01,Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,13140.0,345.0,5275.0,1076,9286.0,74,353,9286.0
45606,2011-01-01,Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care,Intensive Care,23620.0,1416.0,16989.0,3298,11345.0,74,561,11345.000000000007
45620,2011-01-01,Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,180.0,3158.0,585,1987.0,74,132,1986.9999999999993
45634,2011-01-01,Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,97.0,674.0,100,983.0,74,398,982.999999999999
45662,2011-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,377.0,6237.0,2239,7694.0,74,430,7694.000000000002
45676,2011-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,118.0,1531.0,351,1493.0,74,432,1492.9999999999993
45690,2011-01-01,Orange,106301337.0,MISSION HOSPITAL LAGUNA BEACH,General Acute Care,Intensive Care,3650.0,209.0,1334.0,268,2793.0,74,351,2792.9999999999995
45704,2011-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,11680.0,564.0,7221.0,2415,7438.0,74,503,7438.000000000002
45718,2011-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,18980.0,1472.0,14612.0,3541,9381.0,74,506,9381.000000000005
45732,2011-01-01,Orange,106301357.0,NEWPORT SPECIALTY HOSPITAL,General Acute Care,Intensive Care,5475.0,12.0,1957.0,54,3584.0,74,363,3583.999999999999
45746,2011-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,143.0,1843.0,379,2329.0,74,586,2328.9999999999995
45760,2011-01-01,Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,135.0,5471.0,505,1009.0,74,278,1009.000000000001
45774,2011-01-01,Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,603.0,6949.0,417,9401.0,74,589,9401.000000000004
45816,2011-01-01,Orange,106304045.0,HOAG HOSPITAL IRVINE,General Acute Care,Intensive Care,4380.0,134.0,2009.0,694,3199.0,74,158,3198.9999999999986
45844,2011-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,202.0,757.0,138,2503.0,74,50,2502.999999999999
45872,2011-01-01,Orange,106304306.0,KAISER FND HOSP - IRVINE,General Acute Care,Intensive Care,7300.0,174.0,2263.0,514,5725.0,74,182,5725.0
45900,2011-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,131.0,1563.0,622,650.0,75,520,649.9999999999992
45914,2011-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,816.0,7089.0,1920,4407.0,75,530,4407.000000000002
45928,2011-01-01,Placer,106314024.0,KAISER FND HOSP - ROSEVILLE,General Acute Care,Intensive Care,9840.0,503.0,6752.0,2589,6180.0,75,194,6180.000000000002
46026,2011-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,6570.0,560.0,5295.0,757,2592.0,76,85,2592.0000000000027
46040,2011-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,522.0,7301.0,925,2541.0,76,88,2541.0000000000027
46054,2011-01-01,Riverside,106331168.0,EISENHOWER MEDICAL CENTER,General Acute Care,Intensive Care,23360.0,343.0,6286.0,1654,19071.0,76,106,19071.0
46068,2011-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,423.0,4899.0,485,2579.0,76,153,2579.0000000000014
46082,2011-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,379.0,3417.0,670,3472.0,76,166,3472.0000000000005
